word,percent_known,freq,trial_order,rt,accuracy
cordialmente,98.57142857,1.718802,88,2391,1.0
radiografía,99.33993,1.718802,57,604,1.0
tedio,84.82972,1.718802,91,811,0.0
impresionar,100.0,1.718802,12,468,1.0
rozar,98.98305,1.718802,52,667,1.0
dispensa,92.71523179,1.718802,94,2315,1.0
reconquistar,97.83394,1.718802,1,1078,1.0
pontificio,96.09929,1.715553,17,1239,1.0
cíclico,93.25842697,1.715553,38,1043,1.0
cardíaca,97.07792208,1.715553,57,1520,1.0
mojada,99.42529,1.715553,30,603,1.0
adosado,87.10691824,1.715553,32,668,1.0
corola,73.28767123,1.715553,4,1066,1.0
campillo,79.39393939,1.715553,1,941,1.0
sacudido,98.37662,1.715553,55,945,1.0
crucis,70.65527066,1.715553,69,716,0.0
caótico,99.57983193,1.715553,21,847,1.0
empalme,95.96273292,1.715553,9,953,1.0
hipnosis,98.94736842,1.715553,84,708,1.0
finura,92.08860759,1.712303,17,490,1.0
recaída,98.09886,1.712303,46,651,1.0
bonachón,94.140625,1.712303,59,781,0.0
carabina,96.02888087,1.712303,16,912,1.0
mortandad,90.44776,1.712303,1,1241,1.0
mongol,93.92971,1.712303,37,893,1.0
afinación,97.04918033,1.712303,91,1053,1.0
metralla,91.21212,1.712303,62,1419,1.0
cóctel,96.71641791,1.712303,24,890,1.0
retén,94.21222,1.712303,18,1003,1.0
ayuso,35.44776119,1.712303,25,1774,1.0
segmentación,98.55072,1.709054,6,732,1.0
platea,89.70100000000002,1.709054,61,595,1.0
hincha,96.24573379,1.709054,73,1164,1.0
imaginativa,98.52507375,1.709054,38,763,1.0
retardo,97.61092,1.709054,49,704,1.0
zorra,99.10448,1.709054,13,183,1.0
interponer,99.04761905,1.709054,0,5493,1.0
sensacional,99.67213,1.709054,27,1375,1.0
gatillo,98.01980198,1.709054,4,675,1.0
minar,93.18182,1.705805,82,659,1.0
tambo,46.25407,1.705805,89,711,0.0
canonización,97.4522293,1.705805,88,868,1.0
cupido,97.25609756,1.705805,11,483,1.0
donar,99.64028777,1.705805,31,562,1.0
excéntrico,99.24242424,1.705805,83,493,1.0
hermanastro,97.96511628,1.705805,99,647,1.0
fuel,57.94392523,1.705805,1,986,1.0
formulario,99.62962963,1.7025560000000002,88,730,1.0
trafalgar,78.59649,1.7025560000000002,65,956,1.0
mofa,93.62319,1.7025560000000002,19,1511,1.0
impío,80.42168675,1.7025560000000002,5,1459,1.0
febo,30.58419244,1.7025560000000002,46,977,0.0
mirasol,79.11392,1.7025560000000002,98,1804,1.0
preparatorio,98.03922,1.7025560000000002,48,991,1.0
indagación,94.87179487,1.7025560000000002,49,838,1.0
abdicación,92.08860759,1.699307,33,958,1.0
idoneidad,90.0,1.699307,62,710,1.0
conjura,94.29530201,1.699307,37,879,1.0
empuñadura,98.18731118,1.699307,55,701,1.0
austríaca,95.43859649,1.699307,65,1970,1.0
contaminante,99.25650558,1.699307,57,1456,1.0
caparazón,99.36708861,1.699307,5,1648,1.0
prehistórico,99.29577,1.699307,5,160,1.0
cantero,94.73684211,1.699307,37,1386,1.0
preeminencia,72.94521,1.699307,78,2994,0.0
fisiológico,98.57142857,1.696058,34,776,1.0
salmo,94.71947,1.696058,59,534,1.0
chiquito,97.5257732,1.696058,82,2260,1.0
vidente,98.95616,1.696058,49,757,1.0
tibieza,85.49618000000002,1.696058,28,1647,1.0
hermético,96.95290859,1.696058,27,559,1.0
cuarentena,98.23321555,1.696058,96,986,1.0
sartén,99.36709,1.696058,17,722,1.0
nadador,98.96552,1.696058,36,821,1.0
panadería,99.24242,1.696058,79,681,1.0
lechuga,99.79716024,1.696058,41,685,1.0
legalizar,98.50746269,1.692809,80,732,1.0
alud,84.77508651,1.692809,17,875,1.0
revelador,100.0,1.692809,56,1110,1.0
impar,92.90540541,1.692809,27,848,1.0
pivote,89.21933,1.692809,49,812,1.0
peine,100.0,1.692809,34,590,1.0
disuadir,96.46302251,1.692809,30,971,1.0
transitar,97.97366,1.692809,67,620,1.0
ocultación,92.10526,1.692809,69,630,1.0
duodécimo,95.09803922,1.689559,75,1143,1.0
salchicha,99.6587,1.689559,67,1441,1.0
beata,89.58333333,1.689559,18,978,1.0
turbar,91.52542,1.689559,81,496,1.0
camarote,98.36601307,1.689559,4,2296,1.0
autóctono,97.08737864,1.689559,24,820,1.0
disociación,93.2885906,1.689559,93,913,1.0
declinar,98.41269841,1.689559,65,845,1.0
resaca,98.78049,1.689559,80,542,1.0
abadesa,68.79194631,1.689559,30,726,1.0
lluvioso,99.28315412,1.689559,98,653,1.0
extremeña,76.35782748,1.689559,72,590,1.0
incoherencia,99.29328622,1.6863099999999998,62,580,1.0
agredido,99.28057554,1.6863099999999998,82,990,1.0
patético,98.31081,1.6863099999999998,36,678,1.0
desarmar,98.63013699,1.6863099999999998,7,1149,1.0
remotamente,98.92086,1.6863099999999998,40,741,1.0
enciso,59.3639576,1.6863099999999998,15,1581,0.0
intencional,97.6119403,1.6863099999999998,20,832,1.0
fiar,97.32937685,1.6863099999999998,80,671,1.0
errar,97.44408946,1.6863099999999998,93,1141,1.0
réquiem,86.50519,1.683061,78,659,1.0
interruptor,99.03846154,1.683061,95,740,1.0
micer,6.109325,1.683061,77,703,0.0
gro,7.317073171,1.683061,61,1514,0.0
suspense,69.30693000000001,1.683061,5,27237,1.0
censor,91.17082534,1.683061,6,750,1.0
maceo,25.43554007,1.683061,71,784,0.0
chamorro,79.83539095,1.683061,56,968,1.0
banano,88.1097561,1.683061,96,11098,0.0
refracción,92.81609,1.683061,88,1027,1.0
torsión,93.99293,1.683061,33,767,1.0
hastío,83.49514563,1.683061,20,1044,1.0
rococó,83.63971,1.683061,69,1270,0.0
arribo,78.32369942,1.683061,26,651,1.0
chasco,93.47826087,1.683061,59,691,1.0
recitar,98.68421,1.683061,24,704,1.0
servil,91.27517,1.679812,32,585,1.0
silvicultura,60.92715,1.679812,41,981,1.0
regata,91.72662,1.679812,50,1116,1.0
cosmología,98.49056604,1.679812,79,655,1.0
condonación,90.37037037,1.679812,17,1181,1.0
invalidez,99.375,1.679812,9,942,1.0
caoba,95.20766773,1.679812,45,1133,1.0
cabalgata,99.36102236,1.679812,28,688,1.0
crudeza,96.07142857,1.679812,83,956,1.0
desarmado,98.97610922,1.679812,71,1029,1.0
cofundador,91.69811321,1.679812,90,2320,1.0
encarnar,99.3902439,1.679812,73,1160,1.0
lacio,94.51476793,1.679812,59,932,1.0
renegado,99.3576,1.676563,15,680,1.0
exótico,99.37694704,1.676563,81,868,1.0
eslavo,88.58921162,1.676563,39,743,1.0
amortización,93.6802974,1.676563,41,1341,1.0
contrariedad,97.44525547,1.676563,97,868,1.0
encíclica,80.06644518,1.676563,98,609,1.0
discriminar,99.3902439,1.676563,61,1264,1.0
etimológico,98.45679012,1.676563,57,696,1.0
nobiliario,82.49497,1.676563,59,752,1.0
regar,98.6711,1.673314,43,831,1.0
peligrar,96.31148,1.673314,58,560,1.0
despoblación,88.96551724,1.673314,80,656,1.0
embestida,97.94520548,1.673314,22,1027,1.0
macarena,98.71382637,1.673314,34,920,1.0
semáforo,99.73262,1.673314,78,546,1.0
accesorio,99.19354839,1.673314,37,529,1.0
generacional,97.68339768,1.673314,65,914,1.0
gerundio,96.09120521,1.673314,17,1835,1.0
innato,96.01139601,1.673314,6,1787,1.0
virgo,98.2,1.670064,11,648,1.0
magma,93.24324324,1.670064,45,1523,0.0
imperfección,99.0,1.670064,53,860,1.0
lustre,97.23076923,1.670064,2,953,1.0
volatilidad,95.33528,1.670064,57,923,1.0
citación,96.23824451,1.670064,15,706,1.0
interceptar,98.95470383,1.670064,66,786,1.0
electrodo,98.32214765,1.670064,34,645,1.0
clavel,98.07073955,1.6668150000000002,35,2147,1.0
aureola,97.86476868,1.6668150000000002,70,1486,1.0
chavo,93.33333333,1.6668150000000002,72,902,0.0
zafra,66.09589,1.663566,40,1139,1.0
chatarra,98.86363636,1.663566,21,658,1.0
indigencia,97.54385965,1.663566,31,1146,1.0
mamífero,99.03661,1.663566,6,594,1.0
agredir,99.30555556,1.663566,44,554,1.0
asustadizo,97.13114754,1.663566,92,803,0.0
emprendedor,99.6124031,1.663566,86,492,1.0
apaciguar,97.23076923,1.663566,12,975,1.0
candor,71.24183007,1.663566,81,871,1.0
palomo,97.82609,1.6603169999999998,11,2365,1.0
ponto,25.83026,1.6603169999999998,81,888,1.0
recato,89.77636,1.6603169999999998,60,1363,1.0
condal,58.90804598,1.6603169999999998,78,3082,1.0
panameña,90.40248,1.6603169999999998,44,2665,1.0
mandada,87.42857,1.6603169999999998,56,962,1.0
anticuado,98.34437086,1.6603169999999998,28,44,0.0
deprimido,99.13793103,1.6603169999999998,5,792,1.0
alimenticio,99.13294798,1.6603169999999998,47,626,1.0
intimidar,99.0228013,1.6603169999999998,45,564,1.0
indulgente,97.24137931,1.6603169999999998,52,605,1.0
indefinible,99.67213115,1.6603169999999998,96,1142,1.0
chequeo,98.26388889,1.6603169999999998,42,641,1.0
quirúrgico,98.39744,1.657068,76,987,1.0
difuso,98.20359281,1.657068,32,749,1.0
desempate,98.0,1.657068,3,3293,1.0
abrupto,95.72192513,1.657068,69,684,1.0
fumador,99.54751131,1.657068,18,737,1.0
medicinal,100.0,1.657068,29,723,1.0
pertinencia,92.98597,1.657068,99,1420,1.0
hato,55.16304348,1.657068,23,1169,1.0
arrastrada,98.03278689,1.657068,73,1369,1.0
amalgama,89.22558923,1.657068,80,2287,1.0
inventiva,95.16129032,1.657068,52,725,1.0
uña,99.24242,1.657068,23,1020,1.0
amnesia,99.29824561,1.653819,53,840,1.0
puntualidad,99.6875,1.653819,0,2508,1.0
volátil,98.22064,1.653819,63,967,1.0
inadvertido,98.60627178,1.653819,60,815,1.0
esterilidad,98.75389408,1.653819,92,709,1.0
difamación,98.92183288,1.653819,96,1003,1.0
calmado,99.36305732,1.653819,61,749,1.0
ingenuamente,97.79179811,1.653819,30,691,1.0
grosería,98.33887043,1.65057,93,710,1.0
cepillo,99.35483871,1.65057,18,948,1.0
engendrar,98.77675841,1.65057,16,4119,1.0
emigrante,99.04458599,1.65057,58,1166,1.0
recogimiento,95.30201,1.65057,32,3184,0.0
pujante,90.90909,1.65057,39,3154,1.0
descalzo,98.57142857,1.65057,71,745,1.0
gentío,94.85714286,1.65057,66,778,1.0
moribunda,98.33887,1.65057,45,856,1.0
tabernáculo,84.96933,1.64732,85,1631,1.0
epilepsia,98.13084112,1.64732,73,1338,1.0
montesa,72.37687,1.64732,39,715,0.0
connivencia,51.91082803,1.64732,67,1057,1.0
disidencia,83.2,1.64732,25,1371,1.0
hurto,96.57320872,1.64732,81,508,1.0
estribo,95.95959596,1.64732,99,712,1.0
capucha,99.68253968,1.64732,41,761,1.0
tauro,97.96748,1.6440709999999998,99,1481,0.0
fosfato,97.10610932,1.6440709999999998,33,1011,1.0
agrio,97.90076336,1.6440709999999998,17,592,1.0
tejedor,99.39759,1.6440709999999998,37,569,1.0
octogonal,93.73134,1.6440709999999998,69,725,1.0
estratega,96.42857143,1.6440709999999998,97,1273,1.0
cisco,71.875,1.6440709999999998,67,1068,1.0
sien,90.99099,1.6440709999999998,54,1171,1.0
radiactivo,98.6711,1.6440709999999998,54,1123,1.0
lonja,96.62921348,1.6440709999999998,42,2780,1.0
hebra,91.79810726,1.6440709999999998,34,884,1.0
menoscabo,84.01163000000003,1.6440709999999998,15,981,1.0
pecar,98.61592,1.6440709999999998,34,573,1.0
reconversión,95.7958,1.6440709999999998,82,1358,1.0
reflujo,97.3064,1.6440709999999998,10,833,1.0
alegrar,99.62825279,1.6408220000000002,16,1059,1.0
aleta,98.42271293,1.6408220000000002,80,1419,1.0
pina,47.23926,1.6408220000000002,66,1285,0.0
recomendada,99.01316,1.6408220000000002,74,1077,1.0
merluza,86.42857,1.6408220000000002,36,664,1.0
locución,98.33887043,1.6408220000000002,51,611,1.0
gremial,87.78625954,1.6408220000000002,65,709,1.0
repercutir,98.95105,1.6408220000000002,81,1156,1.0
turbio,98.5348,1.6408220000000002,13,614,1.0
teta,99.06542,1.637573,47,1364,1.0
impermeable,99.4011976,1.637573,92,746,1.0
conmutación,97.17314488,1.637573,58,808,1.0
vasallaje,90.51095,1.637573,0,1232,0.0
pistón,96.42857,1.637573,15,1399,1.0
romo,71.46974,1.637573,16,780,1.0
usura,81.99446,1.637573,19,2407,0.0
podrido,99.65986,1.637573,59,805,1.0
mesura,93.45455,1.634324,51,771,1.0
consentido,98.63945578,1.634324,51,761,1.0
descriptivo,99.00662252,1.634324,58,683,1.0
pujanza,81.43321999999998,1.634324,32,2308,1.0
becerro,97.04142012,1.634324,63,653,1.0
colindante,92.5566343,1.634324,53,1058,1.0
incumplido,98.16176471,1.634324,89,829,1.0
melón,100.0,1.634324,13,595,1.0
trascendido,96.62577,1.634324,80,3735,1.0
vaginal,99.08925,1.634324,5,1006,1.0
cuadrante,98.83381924,1.634324,13,1082,1.0
intrínseco,90.55374593,1.634324,10,947,1.0
paganismo,93.31395,1.634324,96,5668,1.0
laya,30.97643098,1.634324,60,1180,0.0
simiente,73.48485,1.634324,9,947,0.0
fundamentar,97.6284585,1.631075,86,839,1.0
náutico,98.7013,1.631075,39,823,1.0
desprendido,99.01315789,1.631075,95,2013,1.0
misionera,99.62963,1.631075,23,770,1.0
positivista,96.53768,1.631075,10,531,1.0
ventral,66.56805,1.631075,8,999,1.0
certificar,99.66216216,1.631075,91,1016,1.0
laja,62.0498615,1.631075,8,1880,0.0
saquear,98.57651,1.631075,3,779,1.0
bastilla,90.38461538,1.631075,39,721,1.0
apólogo,73.69402985,1.631075,62,1741,0.0
acrópolis,92.68292683,1.631075,15,875,1.0
cordel,95.5654102,1.627825,53,749,1.0
nato,91.0596,1.627825,99,1206,1.0
tirante,98.4466,1.627825,6,1022,1.0
atrayente,95.93220339,1.627825,4,1372,1.0
detonante,98.75886525,1.627825,28,687,1.0
bávaro,81.02040816,1.627825,7,738,1.0
gobernadora,99.0625,1.627825,14,789,1.0
emular,94.52554745,1.627825,94,661,1.0
agave,54.48916409,1.627825,48,945,1.0
testa,78.47081999999997,1.627825,28,1204,1.0
cromo,97.65886288,1.627825,94,618,1.0
recambio,93.52751,1.627825,50,651,1.0
jarabe,100.0,1.624576,74,750,1.0
tena,49.0,1.624576,31,1671,1.0
heterogéneo,97.99331104,1.624576,14,805,1.0
mosto,76.64234,1.624576,2,997,1.0
occitano,46.60194,1.624576,59,1382,0.0
musculatura,99.16898,1.624576,73,1460,1.0
yema,97.96512,1.624576,48,739,1.0
carburante,93.58717435,1.624576,34,585,1.0
ahogada,99.46380697,1.624576,39,824,1.0
retórico,97.74859,1.624576,98,595,1.0
viaducto,95.8042,1.624576,85,1116,1.0
tunecino,74.34783,1.624576,17,832,1.0
estonio,81.53564899,1.624576,66,2264,1.0
pillaje,88.99083,1.624576,91,1049,1.0
amianto,64.56140351,1.621327,74,884,1.0
caribeño,99.59677419,1.621327,53,821,1.0
interventor,94.21768707,1.621327,79,905,1.0
extinguir,98.34437086,1.621327,45,650,1.0
erizo,98.77300613,1.621327,40,680,1.0
coito,97.26775956,1.621327,41,1221,1.0
empleador,96.44351464,1.621327,48,848,1.0
capitana,97.01897019,1.621327,46,595,1.0
broche,98.41269841,1.621327,63,740,1.0
minorista,98.50107,1.621327,7,830,1.0
nogal,92.91045,1.621327,56,831,1.0
cachafaz,21.97452229,1.621327,19,1799,0.0
cata,87.61329305,1.618078,86,764,1.0
cubismo,95.95015576,1.618078,67,2249,1.0
facultativo,97.48062016,1.618078,34,666,1.0
contraseña,99.66101695,1.618078,70,790,1.0
vertedero,97.19298,1.618078,29,623,1.0
aguijón,98.63481229,1.618078,95,952,1.0
pagana,96.6443,1.618078,49,766,1.0
piscis,98.4,1.618078,85,625,1.0
aplacar,95.84664537,1.618078,17,1468,1.0
memorándum,91.79811,1.618078,42,923,1.0
consumación,98.72204473,1.618078,23,925,1.0
royo,52.77778000000001,1.618078,21,469,1.0
gaseoso,100.0,1.618078,54,654,1.0
ceda,86.98224852,1.618078,0,4928,1.0
pepino,99.35484,1.618078,82,628,1.0
engranaje,98.63945578,1.618078,57,844,1.0
dualismo,93.73219373,1.614829,75,833,1.0
mayoral,86.26198000000002,1.614829,20,788,1.0
biógrafo,97.91666667,1.614829,79,1698,1.0
coja,98.046875,1.614829,64,233,1.0
eventualidad,97.57575758,1.614829,74,737,1.0
tabique,98.0,1.614829,82,639,1.0
picaresca,93.125,1.614829,5,1562,1.0
omnipresente,95.75758,1.614829,93,788,1.0
pesebre,95.83333,1.614829,59,1208,0.0
barcelonesa,87.27915194,1.614829,93,764,1.0
beba,91.58576052,1.614829,0,4711,0.0
brasa,94.71947195,1.614829,52,612,1.0
adorable,99.69604863,1.61158,70,688,1.0
ariete,78.67132867,1.61158,76,1163,1.0
racionalizar,97.9021,1.61158,46,742,1.0
ligar,98.62542955,1.61158,79,746,1.0
ronco,98.33333,1.61158,37,793,1.0
centuria,84.81012658,1.61158,39,1517,0.0
ajuar,83.65122616,1.61158,88,1032,1.0
donada,87.80487805,1.61158,88,331,1.0
revitalizar,98.51632,1.61158,17,1366,1.0
sinergia,87.42138,1.608331,80,733,1.0
gambito,55.71847507,1.608331,84,1125,0.0
diurno,96.2,1.608331,34,589,1.0
derrama,97.60479042,1.608331,19,1012,1.0
gomera,78.40236686,1.608331,47,1447,1.0
recluta,98.3165,1.605081,41,731,1.0
desfase,96.35854342,1.605081,25,824,1.0
fonema,94.10029499,1.605081,81,2208,1.0
anorexia,99.09638554,1.605081,13,1130,1.0
seductora,100.0,1.605081,17,700,1.0
inviolable,96.57320872,1.601832,80,1053,1.0
preceptor,92.64706,1.601832,14,787,1.0
desplome,97.44408946,1.601832,5,815,1.0
quintín,63.63636,1.601832,21,1274,0.0
chinchilla,93.70860927,1.601832,23,1929,1.0
sacramental,98.18548,1.601832,32,707,1.0
entablado,97.74011299,1.601832,13,1800,1.0
inalterable,99.06832298,1.601832,24,506,1.0
pavía,53.7092,1.601832,26,2219,0.0
reaccionario,90.18405,1.601832,20,788,1.0
vencedora,97.41935,1.601832,97,980,1.0
cornejo,73.33333333,1.598583,84,1061,1.0
apicultura,98.22695035,1.598583,36,620,1.0
insinuar,98.47094801,1.598583,56,822,1.0
etnografía,90.56603774,1.598583,93,875,1.0
habilitar,100.0,1.598583,73,598,1.0
repeler,97.54601,1.598583,68,848,1.0
caimán,99.33774834,1.598583,62,626,1.0
ballesta,96.21380846,1.598583,96,615,1.0
subvencionar,89.83606999999998,1.598583,24,611,1.0
descontado,98.97260274,1.598583,49,742,1.0
probeta,94.73684,1.598583,98,1074,1.0
escorpión,99.13793103,1.598583,71,919,1.0
alhama,38.98916968,1.598583,53,1517,0.0
moler,99.04762,1.598583,40,769,1.0
canibalismo,98.11320755,1.595334,54,1130,1.0
obertura,80.0,1.595334,75,705,1.0
tangente,98.9899,1.595334,0,2180,1.0
condensador,99.41291585,1.595334,87,815,1.0
alienígena,98.38709677,1.595334,46,1280,1.0
detestable,99.33993399,1.595334,65,640,1.0
rasero,76.26581999999998,1.595334,97,811,1.0
compuerta,98.31649832,1.595334,34,1631,1.0
repollo,97.57785,1.595334,40,724,1.0
desacreditar,97.68976898,1.595334,11,702,1.0
deshielo,96.77419355,1.592085,69,995,1.0
gritón,98.28897338,1.592085,79,707,1.0
fogata,98.13664596,1.592085,72,724,1.0
oradora,98.01325,1.592085,77,667,1.0
hipotecario,97.94117647,1.592085,48,778,1.0
librero,98.0,1.592085,87,1395,1.0
bellísima,98.56115108,1.592085,37,828,1.0
palpitante,99.06542,1.592085,40,715,1.0
empedrado,97.22921914,1.592085,17,680,1.0
gemela,98.31081081,1.592085,60,994,1.0
incesto,97.23183391,1.588836,47,865,1.0
doncel,64.33962264,1.588836,88,867,1.0
domo,80.47945205,1.588836,51,788,1.0
crujir,95.0,1.588836,98,1057,0.0
coautor,92.88389513,1.588836,32,689,1.0
armonioso,98.38709677,1.588836,92,933,1.0
efusión,87.93103448,1.588836,34,879,1.0
manualmente,99.4186,1.588836,30,677,1.0
engañoso,99.6941896,1.588836,20,1242,1.0
desterrar,99.05063291,1.588836,19,899,1.0
rendija,95.52239,1.588836,96,890,1.0
colmado,97.40518962,1.585587,55,629,1.0
interina,91.55844156,1.585587,13,1040,1.0
gravitación,98.32214765,1.585587,88,1036,1.0
innovar,98.67109635,1.585587,74,1608,1.0
aberración,95.87301587,1.585587,77,1118,1.0
gritona,99.64412811,1.585587,31,857,1.0
insultante,97.81021898,1.585587,62,872,1.0
tropiezo,99.38272,1.585587,76,1413,1.0
epíteto,84.14239482,1.585587,3,772,1.0
objetar,97.19298,1.585587,44,718,0.0
decaer,98.0,1.585587,17,767,1.0
nochebuena,97.36842,1.582337,16,664,1.0
bucle,94.04145078,1.582337,55,707,1.0
infusión,99.40298507,1.582337,61,2305,1.0
modelador,95.48134,1.582337,42,1367,1.0
asomo,92.06349206,1.582337,46,809,1.0
conmovedora,99.28571429,1.582337,35,1305,1.0
estatutario,85.66552901,1.582337,72,1778,1.0
gea,43.65325077,1.582337,99,842,0.0
enfermizo,100.0,1.582337,48,1226,1.0
estirado,98.76796715,1.582337,14,1883,1.0
cariz,60.38781163,1.582337,23,741,1.0
romanización,93.79562,1.582337,39,1027,1.0
picota,80.12821,1.582337,42,1853,0.0
descuidar,99.41860465,1.582337,78,8206,1.0
entropía,82.86516854,1.582337,40,700,1.0
corolario,74.23728814,1.5790879999999998,19,1313,1.0
redoblar,97.61905,1.5790879999999998,96,1207,1.0
algarrobo,85.24096386,1.5790879999999998,40,518,1.0
higiénico,99.23224568,1.5790879999999998,17,2103,1.0
inexperta,98.24561404,1.5790879999999998,94,568,1.0
pueril,86.78679,1.5790879999999998,11,725,1.0
potenciación,96.32107,1.5790879999999998,66,2486,1.0
alabastro,79.77099237,1.5790879999999998,57,1428,0.0
degradado,99.02912621,1.5790879999999998,42,939,1.0
óvulo,98.36066,1.575839,38,3135,1.0
exterminar,99.3006993,1.575839,14,1607,1.0
arrestar,97.34219269,1.575839,27,673,1.0
fotosíntesis,99.07120743,1.575839,6,712,1.0
cazuela,99.05063291,1.575839,40,589,1.0
jornal,92.04771372,1.575839,83,846,1.0
sobremesa,99.16435,1.575839,37,874,1.0
gorila,97.77777778,1.575839,3,1113,1.0
marioneta,99.64789,1.575839,51,1138,1.0
incurable,99.41860465,1.575839,88,802,1.0
organizadora,98.74608,1.575839,48,680,1.0
consistorial,70.80491132,1.57259,37,2277,1.0
casete,81.96392786,1.57259,0,4330,1.0
seo,33.02469,1.57259,41,2307,0.0
derbi,72.12121212,1.57259,89,718,1.0
vihuela,31.50289,1.57259,14,1257,0.0
docto,66.05166052,1.57259,39,910,0.0
enredo,95.57195572,1.57259,28,949,1.0
champaña,85.46099291,1.57259,98,1630,1.0
colaboradora,99.59839357,1.57259,57,808,1.0
pastoril,89.28571,1.57259,2,812,1.0
ahorrado,98.59649123,1.569341,90,588,1.0
pelado,99.21105,1.569341,88,632,1.0
larva,95.49839228,1.569341,26,666,1.0
indebido,98.2078853,1.569341,26,1035,1.0
caprino,62.36933798,1.569341,90,1305,1.0
desmontar,98.67986799,1.569341,66,1012,1.0
ultranza,85.3125,1.569341,18,822,1.0
rinoceronte,99.61977,1.569341,76,1484,1.0
amurallado,94.29530201,1.569341,7,879,1.0
agonizante,98.72881356,1.569341,29,896,1.0
empatía,99.57805907,1.566092,19,662,1.0
rematado,98.0695,1.566092,65,839,1.0
fobia,99.0,1.566092,28,789,1.0
taba,47.75087,1.566092,22,1556,1.0
viciosa,99.07692,1.566092,48,820,1.0
documentar,99.00990099,1.566092,97,2591,1.0
graduar,98.86363636,1.566092,99,671,1.0
vaivén,93.45238,1.566092,14,681,1.0
airado,91.89189189,1.566092,39,1864,1.0
simbiosis,95.4386,1.562842,33,1834,1.0
antisemita,93.80863039,1.562842,22,759,1.0
desperdiciar,99.26470588,1.562842,73,1104,1.0
artritis,98.03278689,1.562842,26,804,1.0
ébano,94.0652819,1.562842,83,863,1.0
merienda,98.96907,1.562842,92,714,1.0
detonación,99.38080495,1.562842,38,753,1.0
filmoteca,92.40506329,1.562842,79,4905,1.0
bufón,98.87429644,1.562842,41,2059,1.0
degustar,98.01699717,1.562842,72,689,1.0
lúcido,98.37662338,1.562842,78,782,1.0
cilíndrico,98.11320755,1.559593,90,1028,1.0
filosofal,95.43859649,1.559593,64,3399,1.0
compasivo,99.68847352,1.559593,23,636,1.0
crucería,77.60736196,1.559593,54,584,1.0
desecho,98.40255591,1.559593,24,848,1.0
fiereza,91.01796407,1.559593,72,878,1.0
suplicante,97.50958,1.559593,87,2721,1.0
torcer,98.69707,1.559593,92,585,1.0
sobradamente,96.83544,1.559593,52,743,1.0
gritería,71.42857143,1.559593,1,8843,0.0
dentadura,99.6941896,1.559593,64,863,1.0
serenata,97.95918,1.559593,7,1249,1.0
privatizar,97.1519,1.559593,70,807,1.0
parisino,87.4552,1.559593,22,904,1.0
billón,88.9298893,1.556344,36,1146,1.0
desplazada,99.35064935,1.556344,8,710,1.0
viscosidad,98.82812,1.556344,68,1018,1.0
iceberg,89.76897690000001,1.556344,42,673,1.0
matrona,87.60807,1.556344,12,579,1.0
campesinado,82.62295082,1.556344,12,4094,0.0
judo,88.85350318,1.556344,44,792,1.0
riña,97.09091,1.556344,96,1560,1.0
inacción,80.32786885,1.556344,9,1216,1.0
acidez,97.70491803,1.556344,17,998,1.0
incumplir,98.7012987,1.553095,31,3265,1.0
mestiza,99.33555,1.553095,63,778,1.0
blasfemia,98.0952381,1.553095,9,841,1.0
gaya,31.44654088,1.553095,59,17177,1.0
bergantín,66.32996633,1.553095,65,783,1.0
ahuyentar,96.5408805,1.553095,86,834,1.0
mónada,46.36678,1.553095,39,884,1.0
notificar,99.0228,1.5498459999999998,11,808,1.0
clube,16.49122807,1.5498459999999998,70,973,0.0
simulacro,99.13043,1.5498459999999998,5,2040,1.0
autocrítica,98.28178694,1.5498459999999998,7,2141,1.0
tirana,94.11765,1.5498459999999998,23,866,1.0
sibila,53.84615,1.5498459999999998,6,2280,1.0
sordera,99.42363,1.5498459999999998,32,1604,1.0
yin,43.41737,1.5498459999999998,53,1397,0.0
noviazgo,98.66221,1.5498459999999998,32,590,1.0
oruga,98.55072,1.5498459999999998,55,937,1.0
dolo,63.35616438,1.5498459999999998,8,2155,1.0
previsor,97.88584,1.546597,87,589,1.0
patíbulo,81.33803,1.546597,8,704,1.0
zozobra,86.0,1.546597,79,1099,1.0
tártaro,93.49904,1.546597,42,491,1.0
impopular,91.51291513,1.546597,24,708,1.0
pedal,99.40476,1.546597,26,856,1.0
atropello,99.05063291,1.546597,28,626,1.0
arcadio,82.58064516,1.546597,49,3310,1.0
sintagma,75.75758,1.546597,40,847,1.0
oportunista,99.41634,1.543348,87,949,1.0
albornoz,83.06188925,1.543348,91,814,1.0
embrionario,97.84615385,1.543348,84,1302,1.0
necedad,90.13158,1.543348,38,3385,1.0
luso,70.40816327,1.543348,1,1344,0.0
miscelánea,94.56869,1.543348,22,559,1.0
rapaz,94.15205,1.543348,89,587,1.0
masajista,99.17012,1.543348,28,106,1.0
inservible,99.68847352,1.543348,35,1040,1.0
inversamente,97.64705882,1.543348,92,1566,1.0
cinto,89.52380952,1.543348,66,1475,1.0
pis,82.0,1.540098,2,4755,0.0
enunciación,91.61290323,1.540098,88,1146,1.0
haraposo,78.84615385,1.540098,88,980,1.0
intuitivo,98.45201238,1.540098,44,1094,0.0
imaginable,98.84169884,1.540098,48,582,1.0
trombón,95.39749,1.540098,80,1054,1.0
sobrellevar,97.54386,1.540098,40,1152,1.0
gordura,98.07692308,1.540098,26,609,1.0
riojano,82.38748000000002,1.540098,91,1182,1.0
