,Line,Spkr,StTime,Content,EnTime
51,52,DCA_se1_ag1_f_01,53.8245,You have to uh-,54.7559
52,53,DCA_se1_ag1_f_01,54.7559,(pause 0.38),55.1336
53,54,DCA_se1_ag1_f_01,55.1336,Two people have-,56.0522
54,55,DCA_se1_ag1_f_01,56.0522,(pause 0.39),56.4392
55,56,DCA_se1_ag1_f_01,56.4392,two people have to turn the rope.,58.1955
56,57,DCA_int_04,59.6752,Mm-hm.,60.0856
57,58,DCA_int_04,60.0856,(pause 1.11),61.1989
58,59,DCA_int_04,61.1989,And what do you do?,62.0242
59,60,DCA_se1_ag1_f_01,62.4672,And you jump in the rope and start to jumping.,64.7473
60,61,DCA_int_04,65.0551,Uh-huh.,65.3255
61,62,DCA_int_04,65.3255,(pause 0.43),65.7592
62,63,DCA_int_04,65.7592,"Do you ever say any rhymes or, or",67.8983
63,64,DCA_int_04,67.8983,(pause 0.22),68.1175
64,65,DCA_int_04,68.1175,things like that when you jump?,69.4968
65,66,DCA_se1_ag1_f_01,71.0038,<ts>,71.1017
66,67,DCA_se1_ag1_f_01,71.1017,(pause 0.17),71.2696
67,68,DCA_se1_ag1_f_01,71.2696,No.,71.6892
68,69,DCA_int_04,72.6953,Mm.,72.9098
69,70,DCA_int_04,72.9098,(pause 0.69),73.6045
70,71,DCA_int_04,73.6045,Do you ever play,74.276
71,72,DCA_int_04,74.276,(pause 0.36),74.6397
72,73,DCA_int_04,74.6397,games where you hide or do anything like that?,76.9805
73,74,DCA_se1_ag1_f_01,77.1437,Yes.,77.6333
74,75,DCA_int_04,77.6519,What?,77.8804
75,76,DCA_se1_ag1_f_01,78.5274,Hide and Seek.,79.3014
76,77,DCA_int_04,79.5019,How do you play that?,80.2433
77,78,DCA_se1_ag1_f_01,81.479,"Person gotta uh,",82.6587
78,79,DCA_se1_ag1_f_01,82.6587,(pause 0.34),82.9991
79,80,DCA_se1_ag1_f_01,82.9991,"count to twenty,",84.0518
80,81,DCA_se1_ag1_f_01,84.0518,(pause 0.46),84.5134
81,82,DCA_se1_ag1_f_01,84.5134,"and while the um, some more children hide,",87.0047
82,83,DCA_se1_ag1_f_01,87.0047,(pause 0.11),87.1153
83,84,DCA_se1_ag1_f_01,87.1153,you got try to find 'em.,88.5748
84,85,DCA_int_04,89.2882,Mm-hm.,89.6566
85,86,DCA_int_04,89.6566,(pause 0.89),90.5507
86,87,DCA_int_04,90.5507,Well how do you pick the,91.7304
87,88,DCA_int_04,91.7304,(pause 0.23),91.9589
88,89,DCA_int_04,91.9589,person who counts to twenty?,93.5221
89,90,DCA_se1_ag1_f_01,94.682,I don't know.,95.406
90,91,DCA_se1_ag1_f_01,95.406,(pause 1.24),96.6451
91,92,DCA_se1_ag1_f_01,96.6451,"You sposta uh,",97.6185
92,93,DCA_se1_ag1_f_01,97.6185,(pause 0.61),98.2294
93,94,DCA_se1_ag1_f_01,98.2294,"say something like,",99.3718
94,95,DCA_se1_ag1_f_01,99.3718,(pause 0.18),99.5536
95,96,DCA_se1_ag1_f_01,99.5536,I-,99.6702
96,97,DCA_se1_ag1_f_01,99.6702,(pause 0.21),99.8847
97,98,DCA_se1_ag1_f_01,99.8847,uh-,100.2437
98,99,DCA_se1_ag1_f_01,100.2437,(pause 1.03),101.2742
99,100,DCA_se1_ag1_f_01,101.2742,Everybody put your feet in,102.6731
100,101,DCA_se1_ag1_f_01,102.6731,(pause 0.39),103.059
101,102,DCA_se1_ag1_f_01,103.059,and somebody say,104.3366
102,103,DCA_se1_ag1_f_01,104.3366,(pause 1.21),105.549
103,104,DCA_se1_ag1_f_01,105.549,they- they gonna be the namer,107.2836
104,105,DCA_se1_ag1_f_01,107.2836,(pause 0.37),107.6519
105,106,DCA_se1_ag1_f_01,107.6519,"and then you say b- something like uh,",109.8517
106,107,DCA_se1_ag1_f_01,109.8517,(pause 1.45),111.2972
107,108,DCA_se1_ag1_f_01,111.2972,<sigh>,112.1318
108,109,DCA_se1_ag1_f_01,112.1318,(pause 1.43),113.5587
109,110,DCA_se1_ag1_f_01,113.5587,uh-,113.8618
110,111,DCA_se1_ag1_f_01,113.8618,(pause 3.20),117.0594
111,112,DCA_se1_ag1_f_01,117.0594,Say I forgot.,118.0572
112,113,DCA_int_04,118.2484,You forgot what you say on your feet?,120.0809
113,114,DCA_se1_ag1_f_01,120.356,Mm-hm.,120.7757
114,115,DCA_int_04,121.8004,Okay.,122.4112
115,116,DCA_int_04,122.4112,(pause 0.69),123.0967
116,117,DCA_int_04,123.0967,"Um,",123.4231
117,118,DCA_int_04,123.4231,(pause 0.14),123.5629
118,119,DCA_int_04,123.5629,any other kind of games that you play?,125.554
119,120,DCA_se1_ag1_f_01,127.39,I play d- I have-,128.5651
120,121,DCA_se1_ag1_f_01,128.5651,(pause 0.76),129.3298
121,122,DCA_se1_ag1_f_01,129.3298,I have some /boxes/ games at home.,131.5214
122,123,DCA_int_04,131.8151,Uh-huh.,132.2068
123,124,DCA_int_04,132.2068,(pause 0.46),132.6626
124,125,DCA_int_04,132.6626,And- and what? Like what?,133.7398
125,126,DCA_se1_ag1_f_01,134.2573,Don't Spill the Bean,135.6236
126,127,DCA_se1_ag1_f_01,135.6236,(pause 1.27),136.8919
127,128,DCA_se1_ag1_f_01,136.8919,and I have a puzzle.,138.1742
128,129,DCA_int_04,138.4714,Mm-hm.,138.7792
129,130,DCA_se1_ag1_f_01,139.1802,And I have a game called /Ergonaut/.,141.1433
130,131,DCA_int_04,141.6422,How do you play that?,142.5515
131,132,DCA_se1_ag1_f_01,143.0924,It got some marbles with it,144.6498
132,133,DCA_se1_ag1_f_01,144.6498,(pause 0.46),145.1056
133,134,DCA_se1_ag1_f_01,145.1056,and four dices,146.5511
134,135,DCA_se1_ag1_f_01,146.5511,(pause 0.54),147.092
135,136,DCA_se1_ag1_f_01,147.092,and,147.6469
136,137,DCA_se1_ag1_f_01,147.6469,(pause 1.01),148.6587
137,138,DCA_se1_ag1_f_01,148.6587,you sposta roll u-,149.7825
138,139,DCA_se1_ag1_f_01,149.7825,(pause 0.32),150.1042
139,140,DCA_se1_ag1_f_01,150.1042,roll the dice,151.1616
140,141,DCA_se1_ag1_f_01,151.1616,(pause 0.42),151.5859
141,142,DCA_se1_ag1_f_01,151.5859,and have some holes in it.,153.2832
142,143,DCA_se1_ag1_f_01,153.2832,(pause 0.35),153.6329
143,144,DCA_se1_ag1_f_01,153.6329,And you- wherever you- where the dice stop at you sposta put,156.8725
144,145,DCA_se1_ag1_f_01,156.8725,(pause 0.53),157.404
145,146,DCA_se1_ag1_f_01,157.404,"the uh,",158.0289
146,147,DCA_se1_ag1_f_01,158.0289,(pause 0.32),158.3459
147,148,DCA_se1_ag1_f_01,158.3459,marbles in the hole.,159.9267
148,149,DCA_int_04,160.3463,Mm-hm.,160.682
149,150,DCA_int_04,160.682,(pause 0.25),160.9338
150,151,DCA_int_04,160.9338,And then how do you win it?,161.9597
151,152,DCA_se1_ag1_f_01,163.1849,You-,163.3667
152,153,DCA_se1_ag1_f_01,163.3667,(pause 0.23),163.5999
153,154,DCA_se1_ag1_f_01,163.5999,it have four,164.4765
154,155,DCA_se1_ag1_f_01,164.4765,(pause 0.44),164.9148
155,156,DCA_se1_ag1_f_01,164.9148,things down the row and then,166.4722
156,157,DCA_se1_ag1_f_01,166.4722,(pause 0.36),166.8313
157,158,DCA_se1_ag1_f_01,166.8313,"you get all four of your marbles down there, you won.",169.3947
158,159,DCA_int_04,170.4159,Oh.,170.7842
159,160,DCA_int_04,170.7842,(pause 0.50),171.2832
160,161,DCA_int_04,171.2832,Is it all the same color too?,173.0038
161,162,DCA_se1_ag1_f_01,173.3628,[No.],173.8664
162,163,DCA_int_04,173.3628,[/inaudible/],174.0897
163,164,DCA_int_04,174.7559,"Oh,",175.003
164,165,DCA_int_04,175.003,(pause 0.19),175.1895
165,166,DCA_int_04,175.1895,it's different colored.,175.9869
166,167,DCA_se1_ag1_f_01,176.1781,Yes.,176.621
167,168,DCA_int_04,177.0407,Uh-huh.,177.3391
168,169,DCA_int_04,177.3391,(pause 0.25),177.5909
169,170,DCA_int_04,177.5909,And what about some other games that you play like that?,180.2087
170,171,DCA_int_04,180.2087,(pause 1.13),181.3434
171,172,DCA_int_04,181.3434,Do you play those by yourself?,182.6071
172,173,DCA_se1_ag1_f_01,183.078,No.,183.465
173,174,DCA_int_04,183.7355,Who do you play with?,184.5328
174,175,DCA_se1_ag1_f_01,185.3722,"Some friends of mines, live on- over top of me.",188.3349
175,176,DCA_int_04,188.6397,Uh-huh.,188.9428
176,177,DCA_int_04,188.9428,(pause 1.80),190.7473
177,178,DCA_int_04,190.7473,And what else do you play? Football you said.,192.9797
178,179,DCA_int_04,192.9797,(pause 0.17),193.1476
179,180,DCA_int_04,193.1476,How do you do that?,193.889
180,181,DCA_se1_ag1_f_01,195.1106,Have to get a ball and then,197.3722
181,182,DCA_se1_ag1_f_01,197.3722,(pause 0.47),197.8384
182,183,DCA_se1_ag1_f_01,197.8384,some- some children be on one team,199.9916
183,184,DCA_se1_ag1_f_01,199.9916,(pause 0.32),200.3086
184,185,DCA_se1_ag1_f_01,200.3086,and some be on another-,201.5536
185,186,DCA_se1_ag1_f_01,201.5536,(pause 0.33),201.88
186,187,DCA_se1_ag1_f_01,201.88,on another team.,202.9945
187,188,DCA_se1_ag1_f_01,202.9945,(pause 0.41),203.4048
188,189,DCA_se1_ag1_f_01,203.4048,And then somebody roll the ball and then you sposta kick it and run to a base.,208.0106
189,190,DCA_int_04,208.4676,Mm-hm.,209.0504
190,191,DCA_int_04,209.0504,(pause 0.64),209.6892
191,192,DCA_int_04,209.6892,And what happens? How do you score?,211.3407
192,193,DCA_se1_ag1_f_01,213.092,Whoev-,213.5629
193,194,DCA_se1_ag1_f_01,213.5629,(pause 0.51),214.0759
194,195,DCA_se1_ag1_f_01,214.0759,You-,214.2344
195,196,DCA_se1_ag1_f_01,214.2344,(pause 0.15),214.3883
196,197,DCA_se1_ag1_f_01,214.3883,"If- if you uh, hit the person before they get on base, they out. And the one who get the most points win.",220.2018
197,198,DCA_int_04,221.0224,Mm-hm.,221.6193
198,199,DCA_int_04,221.6193,(pause 0.47),222.0856
199,200,DCA_int_04,222.0856,Okay then.,222.9062
200,201,DCA_int_04,222.9062,(pause 1.35),224.2527
201,202,DCA_int_04,224.2527,Do you ever play anything like Kick the Can?,226.7193
202,203,DCA_se1_ag1_f_01,227.6986,<ts>,227.8478
203,204,DCA_se1_ag1_f_01,227.8478,(pause 0.13),227.9783
204,205,DCA_se1_ag1_f_01,227.9783,No.,228.356
205,206,DCA_int_04,228.7139,Yeah.,228.9937
206,207,DCA_int_04,228.9937,(pause 0.35),229.3387
207,208,DCA_int_04,229.3387,What about marbles?,230.3462
208,209,DCA_int_04,230.3462,(pause 0.11),230.4532
209,210,DCA_int_04,230.4532,You /really/ play with [marbles]?,231.7532
210,211,DCA_se1_ag1_f_01,231.3624,[<ts>],231.5396
211,212,DCA_se1_ag1_f_01,231.5396,(pause 0.09),231.6329
212,213,DCA_se1_ag1_f_01,231.6329,No.,232.1365
213,214,DCA_se1_ag1_f_01,232.2577,[I-],232.4815
214,215,DCA_int_04,232.2624,[Who] plays with marbles?,233.5587
215,216,DCA_se1_ag1_f_01,234.0669,Nobody.,234.8496
216,217,DCA_int_04,235.2781,Nobody on your street?,236.3832
217,218,DCA_se1_ag1_f_01,236.8355,No.,237.1293
218,219,DCA_int_04,237.3858,Okay.,238.0712
219,220,DCA_int_04,238.0712,(pause 0.75),238.8219
220,221,DCA_int_04,238.8219,"Um,",239.1437
221,222,DCA_int_04,239.1437,(pause 0.20),239.3395
222,223,DCA_int_04,239.3395,do you like to watch TV?,240.5181
223,224,DCA_se1_ag1_f_01,240.7093,Yes.,241.2688
224,225,DCA_int_04,241.3574,What do you watch?,242.0475
225,226,DCA_se1_ag1_f_01,242.649,<ts>,242.7609
226,227,DCA_se1_ag1_f_01,242.7609,(pause 0.39),243.148
227,228,DCA_se1_ag1_f_01,243.148,"I watch- In the morning I get up. I watch Baby Daphne,",246.7757
228,229,DCA_se1_ag1_f_01,246.7757,(pause 0.39),247.1616
229,230,DCA_se1_ag1_f_01,247.1616,"Cartoon Castle,",248.5324
230,231,DCA_int_04,249.7495,Mm-hm.,250.1411
231,232,DCA_se1_ag1_f_01,250.4069,and,250.794
232,233,DCA_se1_ag1_f_01,250.794,(pause 1.25),252.0483
233,234,DCA_se1_ag1_f_01,252.0483,"I watch uh,",253.1429
234,235,DCA_se1_ag1_f_01,253.1429,(pause 0.96),254.0988
235,236,DCA_se1_ag1_f_01,254.0988,"Mister Ed,",255.1946
236,237,DCA_se1_ag1_f_01,255.1946,(pause 0.99),256.1831
237,238,DCA_se1_ag1_f_01,256.1831,"The Flintstone,",257.3929
238,239,DCA_se1_ag1_f_01,257.3929,(pause 1.11),258.5006
239,240,DCA_se1_ag1_f_01,258.5006,and,259.25
240,241,DCA_se1_ag1_f_01,259.25,(pause 1.58),260.8309
241,242,DCA_se1_ag1_f_01,260.8309,/Mahale's-/ McHale's Navy,262.8825
242,243,DCA_int_04,263.4001,Uh-huh.,263.7172
243,244,DCA_se1_ag1_f_01,264.2814,and My Favorite Martian.,265.9076
244,245,DCA_int_04,266.5977,Mm-hm.,267.05
245,246,DCA_int_04,267.05,(pause 1.25),268.2997
246,247,DCA_int_04,268.2997,Can you tell me about an episode that you saw,270.9156
247,248,DCA_int_04,270.9156,(pause 0.62),271.5346
248,249,DCA_int_04,271.5346,on TV once?,272.6024
249,250,DCA_int_04,272.6024,(pause 1.09),273.6935
250,251,DCA_int_04,273.6935,"Any one of those programs that you said, can you tell me about it?",276.6778
251,252,DCA_int_04,276.6778,(pause 0.18),276.8585
252,253,DCA_int_04,276.8585,From start to finish?,277.9916
253,254,DCA_se1_ag1_f_01,279.6655,<ts>,279.8334
254,255,DCA_se1_ag1_f_01,279.8334,(pause 0.13),279.964
255,256,DCA_se1_ag1_f_01,279.964,Mm-mm.,280.4815
256,257,DCA_int_04,281.8897,"Did you watch um,",283.1431
257,258,DCA_int_04,283.1431,(pause 0.27),283.418
258,259,DCA_int_04,283.418,Da-,283.7351
259,260,DCA_int_04,283.7351,(pause 0.16),283.8936
260,261,DCA_int_04,283.8936,Daphne,284.4998
261,262,DCA_se1_ag1_f_01,284.7749,[Yes.],285.3065
262,263,DCA_int_04,284.8449,[last night.] What happened?,286.1411
263,264,DCA_se1_ag1_f_01,286.2904,It's about all c- She showed cartoons.,289.1243
264,265,DCA_int_04,289.3947,Mm-hm.,289.7584
265,266,DCA_int_04,289.7584,(pause 0.70),290.4625
266,267,DCA_int_04,290.4625,Can you tell me about,291.3225
267,268,DCA_int_04,291.3225,(pause 0.24),291.5583
268,269,DCA_int_04,291.5583,what one of 'em was?,292.5188
269,270,DCA_se1_ag1_f_01,293.6846,"Uh,",294.1835
270,271,DCA_se1_ag1_f_01,294.1835,(pause 0.56),294.7419
271,272,DCA_se1_ag1_f_01,294.7419,"one of 'em was uh,",296.0102
272,273,DCA_se1_ag1_f_01,296.0102,(pause 2.42),298.4349
273,274,DCA_se1_ag1_f_01,298.4349,Popeye.,299.3022
274,275,DCA_int_04,299.6752,Mm-hm.,299.9877
275,276,DCA_int_04,299.9877,(pause 0.55),300.5425
276,277,DCA_int_04,300.5425,What happened?,301.1252
277,278,DCA_se1_ag1_f_01,303.7961,"Uh,",304.1318
278,279,DCA_se1_ag1_f_01,304.1318,(pause 0.34),304.4676
279,280,DCA_se1_ag1_f_01,304.4676,"so this uh, submarine came.",306.7337
280,281,DCA_se1_ag1_f_01,306.7337,(pause 0.35),307.0869
281,282,DCA_se1_ag1_f_01,307.0869,"He was in the Navy,",308.3879
282,283,DCA_int_04,308.5837,Mm-hm.,308.9428
283,284,DCA_se1_ag1_f_01,308.8775,and,309.2738
284,285,DCA_se1_ag1_f_01,310.0432,"they saw a submarine. They start fighting, and Popeye,",313.186
285,286,DCA_se1_ag1_f_01,313.186,(pause 0.51),313.6978
286,287,DCA_se1_ag1_f_01,313.6978,he ate some spinach and,315.2832
287,288,DCA_se1_ag1_f_01,315.2832,(pause 0.61),315.894
288,289,DCA_se1_ag1_f_01,315.894,he took and went to the water and fight the su-,318.1415
289,290,DCA_se1_ag1_f_01,318.1415,(pause 0.32),318.4586
290,291,DCA_se1_ag1_f_01,318.4586,submarine with some-,319.6325
291,292,DCA_se1_ag1_f_01,319.6325,(pause 0.24),319.8703
292,293,DCA_se1_ag1_f_01,319.8703,a J- Jap was in it.,321.2365
293,294,DCA_int_04,321.535,Mm-hm.,321.9593
294,295,DCA_int_04,321.9593,(pause 1.37),323.3302
295,296,DCA_int_04,323.3302,What happened then?,324.0856
296,297,DCA_int_04,324.0856,(pause 1.16),325.2455
297,298,DCA_int_04,325.2455,[/Finish it?/],325.8517
298,299,DCA_se1_ag1_f_01,325.3341,[Th-],325.4786
299,300,DCA_se1_ag1_f_01,325.9169,Uh-huh.,326.3646
300,301,DCA_int_04,327.866,Uh-huh.,328.1785
301,302,DCA_int_04,328.1785,(pause 0.73),328.9059
302,303,DCA_int_04,328.9059,"Um, do you ever read?",330.2301
303,304,DCA_se1_ag1_f_01,330.6673,Yes.,331.2268
304,305,DCA_int_04,331.2035,What do you like to read?,332.1501
305,306,DCA_se1_ag1_f_01,332.8309,Read-,333.1433
306,307,DCA_se1_ag1_f_01,333.1433,(pause 0.26),333.3997
307,308,DCA_se1_ag1_f_01,333.3997,"uh,",334.0572
308,309,DCA_se1_ag1_f_01,334.0572,(pause 0.49),334.5515
309,310,DCA_se1_ag1_f_01,334.5515,"I have a book at school called uh,",337.2222
310,311,DCA_se1_ag1_f_01,337.2222,(pause 0.51),337.7304
311,312,DCA_se1_ag1_f_01,337.7304,<ts>,337.9496
312,313,DCA_se1_ag1_f_01,337.9496,(pause 0.70),338.6537
313,314,DCA_se1_ag1_f_01,338.6537,Above the Clouds,340.2624
314,315,DCA_int_04,340.4396,Mm-hm.,340.8126
315,316,DCA_se1_ag1_f_01,340.8872,"and I r- read uh,",342.4773
316,317,DCA_se1_ag1_f_01,342.4773,(pause 3.41),345.8847
317,318,DCA_se1_ag1_f_01,345.8847,m-,346.0665
318,319,DCA_se1_ag1_f_01,346.0665,(pause 4.29),350.3553
319,320,DCA_se1_ag1_f_01,350.3553,/Along Friendly Roads/.,352.0805
320,321,DCA_int_04,352.1971,Mm-hm.,352.6028
321,322,DCA_int_04,352.6028,(pause 1.15),353.7545
322,323,DCA_int_04,353.7545,What's the story about?,354.8969
323,324,DCA_se1_ag1_f_01,355.7817,<ts>,355.9123
324,325,DCA_se1_ag1_f_01,355.9123,(pause 0.08),355.9962
325,326,DCA_se1_ag1_f_01,355.9962,Adventures.,356.8915
326,327,DCA_int_04,357.6562,Can you tell me about any of one of them or the people in 'em?,360.5845
327,328,DCA_se1_ag1_f_01,360.9331,I r-,361.1849
328,329,DCA_se1_ag1_f_01,361.1849,(pause 0.17),361.3527
329,330,DCA_se1_ag1_f_01,361.3527,"Uh,",361.7118
330,331,DCA_se1_ag1_f_01,361.7118,(pause 0.73),362.4392
331,332,DCA_se1_ag1_f_01,362.4392,one of 'em-,363.1853
332,333,DCA_se1_ag1_f_01,363.1853,(pause 0.46),363.6422
333,334,DCA_se1_ag1_f_01,363.6422,"in one of the books it's about uh,",365.5633
334,335,DCA_se1_ag1_f_01,365.5633,(pause 1.25),366.813
335,336,DCA_se1_ag1_f_01,366.813,this uh-,367.5579
336,337,DCA_se1_ag1_f_01,367.5579,(pause 0.67),368.2294
337,338,DCA_se1_ag1_f_01,368.2294,"this lady,",369.0687
338,339,DCA_se1_ag1_f_01,369.0687,(pause 0.36),369.4324
339,340,DCA_se1_ag1_f_01,369.4324,she went to the railroad station and got this /Austrian/.,372.6265
340,341,DCA_se1_ag1_f_01,372.6265,(pause 0.48),373.1103
341,342,DCA_se1_ag1_f_01,373.1103,"Well he- he was in the circus,",374.8999
342,343,DCA_se1_ag1_f_01,374.8999,(pause 0.40),375.2972
343,344,DCA_se1_ag1_f_01,375.2972,but this- was no more circus so,377.4841
344,345,DCA_se1_ag1_f_01,377.4841,(pause 0.32),377.8011
345,346,DCA_se1_ag1_f_01,377.8011,"the lady took him,",378.827
346,347,DCA_se1_ag1_f_01,378.827,(pause 0.38),379.2035
347,348,DCA_se1_ag1_f_01,379.2035,and she took him to the store.,381.0081
348,349,DCA_se1_ag1_f_01,381.0081,(pause 0.35),381.3578
349,350,DCA_se1_ag1_f_01,381.3578,"And he took and ate the man uh,",383.2649
350,351,DCA_se1_ag1_f_01,383.2649,(pause 0.72),383.983
351,352,DCA_se1_ag1_f_01,383.983,watch.,384.7524
352,353,DCA_int_04,385.39,Mm-hm.,385.7164
353,354,DCA_int_04,385.7164,(pause 0.59),386.304
354,355,DCA_int_04,386.304,/And what would happen/?,387.0314
355,356,DCA_se1_ag1_f_01,388.2064,They try to get it out his mouth.,390.1415
356,357,DCA_int_04,390.3269,Mm-hm.,390.6346
357,358,DCA_int_04,390.6346,(pause 0.21),390.8445
358,359,DCA_int_04,390.8445,What happened?,391.3807
359,360,DCA_se1_ag1_f_01,393.2785,And then they went home. That's all.,394.9898
360,361,DCA_int_04,395.0691,<laugh> That was the end of the /??/?,396.8876
361,362,DCA_int_04,396.8876,(pause 0.37),397.2548
362,363,DCA_int_04,397.2548,Tell me something. Did you ever have a pet?,399.4837
363,364,DCA_se1_ag1_f_01,400.4163,Yes.,401.0737
364,365,DCA_int_04,401.1716,What was it?,401.6939
365,366,DCA_se1_ag1_f_01,402.5705,"I had a uh, dog",404.1268
366,367,DCA_se1_ag1_f_01,404.1268,(pause 0.30),404.4252
367,368,DCA_se1_ag1_f_01,404.4252,before.,405.2599
368,369,DCA_se1_ag1_f_01,405.2599,(pause 0.22),405.479
369,370,DCA_se1_ag1_f_01,405.479,No a cat before.,406.6914
370,371,DCA_int_04,407.139,Uh-huh.,407.4281
371,372,DCA_se1_ag1_f_01,407.7825,He got caught- He got caught up in a uh-,410.1781
372,373,DCA_se1_ag1_f_01,410.1781,(pause 0.37),410.5511
373,374,DCA_se1_ag1_f_01,410.5511,We went to playground. He followed us.,412.7567
374,375,DCA_se1_ag1_f_01,412.7567,(pause 0.39),413.1437
375,376,DCA_se1_ag1_f_01,413.1437,He got caught up in a fence.,414.785
376,377,DCA_int_04,414.9098,Mm-hm.,415.376
377,378,DCA_se1_ag1_f_01,415.5066,And then I had a dog before.,417.3205
378,379,DCA_int_04,418.1505,Mm-hm.,418.5655
379,380,DCA_se1_ag1_f_01,418.724,His name was Blackie.,420.2383
380,381,DCA_int_04,420.6067,Mm-hm.,421.031
381,382,DCA_se1_ag1_f_01,421.0776,And he was scared to go out in the front so my father took him to the dog pound.,425.2183
382,383,DCA_int_04,425.9364,What happened to him?,427.1254
383,384,DCA_se1_ag1_f_01,428.1734,"Nothing, [somebody] came and got him.",430.0665
384,385,DCA_int_04,428.8775,[What if-],429.2692
385,386,DCA_int_04,430.2391,/And/ why'd you take him to the dog pound?,432.3514
386,387,DCA_se1_ag1_f_01,432.6545,Every time,433.3014
387,388,DCA_se1_ag1_f_01,433.3014,(pause 0.37),433.6698
388,389,DCA_se1_ag1_f_01,433.6698,"we try to take him out front, he wouldn't come out front.",436.4396
389,390,DCA_int_04,436.9805,Uh-huh.,437.2742
390,391,DCA_int_04,437.2742,(pause 1.84),439.1149
391,392,DCA_int_04,439.1149,So he wouldn't behave huh?,440.4019
392,393,DCA_int_04,440.4019,(pause 1.20),441.6049
393,394,DCA_int_04,441.6049,Tell me about your school.,442.9303
394,395,DCA_int_04,442.9303,(pause 1.44),444.37
395,396,DCA_int_04,444.37,What school do you go to /?/?,445.8695
396,397,DCA_se1_ag1_f_01,445.9216,/RD-SCHOOL-2/.,446.6956
397,398,DCA_int_04,447.4604,What can you tell me about the school?,449.0411
398,399,DCA_se1_ag1_f_01,450.2488,<ts>,450.3793
399,400,DCA_se1_ag1_f_01,450.3793,(pause 0.38),450.7559
400,401,DCA_se1_ag1_f_01,450.7559,It has another pre-school on the other side of it.,454.0386
401,402,DCA_int_04,454.4489,Mm-hm.,454.9711
402,403,DCA_int_04,454.9711,(pause 2.11),457.0823
403,404,DCA_int_04,457.0823,What do you study?,457.889
